Date,PRECTOTCORR,WS2M,T2M_RANGE,T2M_MAX,T2M_MIN,PS,ALLSKY_SFC_SW_DWN,RH2M,T2MDEW,RainStatus
3/7/2023,0,2.07,15.05,37.11,22.06,101.18,23.4,42.81,13.67,0
3/8/2023,0,1.91,16.37,38.11,21.74,101.15,24.39,40.48,12.1,0
3/9/2023,0.01,2.13,16.18,37.42,21.24,101.08,23.24,48.21,14.72,1
3/10/2023,0,1.73,15.69,37.83,22.14,101,23.29,44.73,14.56,0
3/11/2023,0.02,2.43,15.79,37.98,22.19,101.05,21.76,50.7,16.89,1
3/12/2023,0,2.2,13.49,35.88,22.39,101.08,20.74,54.65,17.79,0
3/13/2023,0,3.3,13.84,36.78,22.94,101.03,23.57,47.32,16.01,0
3/14/2023,0,2.28,14.83,37.44,22.61,100.88,25.4,43.01,14.39,0
3/15/2023,0,2.07,14.14,37.25,23.11,100.94,22.21,49.15,16.63,0
3/16/2023,0,2.23,15.3,38.43,23.13,101.01,21.94,50.73,17.43,0
3/17/2023,0,1.78,15.17,38.87,23.7,100.94,22.95,52.43,19.13,0
3/18/2023,0.02,2.44,13.76,38.94,25.18,100.85,20.9,48.06,18.46,1
3/19/2023,0,2.44,14.4,39.55,25.15,100.76,23.19,51.05,19.74,0
3/20/2023,0,3.08,12.98,39.24,26.26,100.7,20.99,49.14,19.33,0
3/21/2023,0,2.31,10.16,36.65,26.49,100.73,21.49,52.64,19.78,0
3/22/2023,0,2.87,15.3,40.84,25.54,100.55,22.46,51.07,19.84,0
3/23/2023,0,2.71,13.38,39.26,25.88,100.6,22.76,52.63,20.66,0
3/24/2023,0,2.53,14.55,40.92,26.37,100.61,22.88,49.4,19.88,0
3/25/2023,0,3.28,13.39,40.04,26.65,100.72,21.18,51.48,20.39,0
3/26/2023,0,2.64,15.11,40.92,25.81,100.67,24.01,44.59,17.19,0
3/27/2023,0,3.31,14.48,40.75,26.27,100.71,23.68,46.51,18.86,0
3/28/2023,0.58,3.34,12.02,38.22,26.2,100.85,19.95,53.48,20.75,1
3/29/2023,0.2,2,6.74,33.38,26.64,100.94,17.57,63.44,21.46,1
3/30/2023,0.02,1.45,12.98,39.49,26.51,100.72,19.18,48.3,19.45,1
3/31/2023,0.23,2.65,11.95,39.37,27.42,100.72,16.66,48.16,19.81,1
4/1/2023,0,2.8,11.01,38.68,27.67,100.71,18.56,50.62,20.65,0
4/2/2023,0.01,2.44,11.97,39.27,27.3,100.67,21.37,49.4,19.91,1
4/3/2023,0.65,3.36,11.47,38.43,26.96,100.66,20.66,54.59,21.07,1
4/4/2023,0.13,2.39,11.1,37.85,26.75,100.58,22.86,54.66,21.22,1
4/5/2023,0.11,2.53,7.29,34.38,27.09,100.67,19.2,62.08,22.04,1
4/6/2023,0,1.83,12.45,38.85,26.4,100.68,22.14,55.96,21.45,0
4/7/2023,0.12,3.01,11.09,38.67,27.58,100.82,18.31,52.7,21.26,1
4/8/2023,0.23,2.88,13.34,40.55,27.21,100.99,21.75,47.02,19.6,1
4/9/2023,0.22,1.7,13.22,40.44,27.22,100.93,18.78,45.8,19.27,1
4/10/2023,0.27,2.72,10.51,38.27,27.76,100.8,16.75,54.94,21.66,1
4/11/2023,0.03,2.74,6.75,34.79,28.04,100.79,14.75,64.3,22.88,1
4/12/2023,0,2.54,12.97,39.82,26.85,100.64,16.69,55.91,22.04,0
4/13/2023,0,2.83,10.76,39.2,28.44,100.64,16.18,54.27,21.91,0
4/14/2023,0.02,2.6,12.56,40.8,28.24,100.57,20.92,54.07,22.38,1
4/15/2023,3.95,2.08,6.14,35.12,28.98,100.55,16.38,61.69,23.25,1
4/16/2023,9.39,1.21,4.49,31.88,27.39,100.58,14.33,78.18,25.1,1
4/17/2023,2.02,2.01,7.33,33.67,26.34,100.75,15.46,73.06,24.16,1
4/18/2023,0,2.64,9.87,36.14,26.27,100.8,16.43,67.27,23.41,0
4/19/2023,0,2.64,8.43,35.05,26.62,100.53,18.8,68.38,23.84,0
4/20/2023,0,2.93,10.4,37.16,26.76,100.35,21.79,65.9,23.57,0
4/21/2023,0,2.68,8.58,35.78,27.2,100.4,22.14,66.75,23.47,0
4/22/2023,0.01,2.53,8.92,36.02,27.1,100.46,21.71,65.04,23.37,1
4/23/2023,0.04,1.88,10.31,37.12,26.81,100.64,20.91,61.16,22.48,1
4/24/2023,0.37,1.52,14.23,40.15,25.92,100.73,19.36,52.92,20.98,1
4/25/2023,0.56,2.16,12.63,39.83,27.2,100.61,22.91,53.1,21.77,1
4/26/2023,1.56,1.72,10.09,37.7,27.61,100.61,20.16,57.42,22.18,1
4/27/2023,0.56,1.57,12.26,39.27,27.01,100.64,18.84,53.64,21.48,1
4/28/2023,1.25,1.69,11.02,38.75,27.73,100.67,19.84,57.15,22.62,1
4/29/2023,0.4,1.95,8.62,36.29,27.67,100.64,17.62,59.07,22.15,1
4/30/2023,0.14,1.52,11.03,38.21,27.18,100.57,17.08,53.81,21.68,1
5/1/2023,0.5,1.81,9.5,37.7,28.2,100.62,17.79,53.56,21.09,1
5/2/2023,0.15,2.05,13.61,40.45,26.84,100.68,20.47,50.97,21.06,1
5/3/2023,1.04,2.61,11.93,39.91,27.98,100.76,20,53.49,22.03,1
5/4/2023,1.33,2.68,11.51,39.54,28.03,100.6,19.74,53.1,21.82,1
5/5/2023,0,2.87,12.11,40.02,27.91,100.32,22.18,54.26,22.14,0
5/6/2023,0,3.17,14.56,42.54,27.98,100.17,21.86,51.49,22.1,0
5/7/2023,0.04,3.66,12.56,41.95,29.39,100.23,20.84,52.98,22.43,1
5/8/2023,7.28,2.77,8.81,37.34,28.53,100.4,15.65,63.39,23.83,1
5/9/2023,17.39,2.1,9.05,35.67,26.62,100.56,17.05,72.74,24.27,1
5/10/2023,0.97,1.83,10.79,37.18,26.39,100.64,19.57,67.15,23.46,1
5/11/2023,1.91,1.64,7.76,34.61,26.85,100.79,17.24,71.57,24.21,1
5/12/2023,0.82,1.87,7.97,34.44,26.47,100.81,9.81,72.05,24.34,1
5/13/2023,1.01,1.94,8.81,35.68,26.87,100.8,19.83,69.51,24.14,1
5/14/2023,1.49,1.92,5.46,32.6,27.14,100.82,18.7,74.42,24.2,1
5/15/2023,0.32,1.64,12.27,38.34,26.07,100.81,23.63,59.05,21.65,1
5/16/2023,0.07,2.29,11.4,38.6,27.2,100.81,23.58,60.57,22.68,1
5/17/2023,2.85,1.94,10.29,37.61,27.32,100.82,21.64,63.2,23.16,1
5/18/2023,9.66,2.27,10.42,36.85,26.43,100.73,20.22,70.45,24.11,1
5/19/2023,0.38,2.18,12.49,38.38,25.89,100.56,22.13,64.3,23.27,1
5/20/2023,0.17,2.58,8.28,35.86,27.58,100.57,19.15,67.59,24.16,1
5/21/2023,1.08,3.18,11.1,38.22,27.12,100.73,16.62,64.19,22.94,1
5/22/2023,0.67,3.22,11.71,37.8,26.09,100.81,20.09,64.92,22.73,1
5/23/2023,0.23,2.58,12.65,38.21,25.56,100.75,19.38,61.6,22.28,1
5/24/2023,0.38,2.85,10.81,37.52,26.71,100.75,16.94,64.55,22.97,1
5/25/2023,0.7,2.47,7.28,33.84,26.56,100.78,19.11,70.25,23.77,1
5/26/2023,0.78,2.76,10.81,36.65,25.84,100.71,19.91,65.85,23.27,1
5/27/2023,11.71,1.64,5.67,32.07,26.4,100.58,15.57,77.95,24.44,1
5/28/2023,24,2.25,8.75,34.54,25.79,100.49,13.36,78.78,24.23,1
5/29/2023,20.7,2.73,8,33.06,25.06,100.56,19.39,81.91,24.31,1
5/30/2023,0.25,2.22,9.89,34.43,24.54,100.59,18.89,74.63,23.73,1
5/31/2023,0.42,2.68,8.36,34.36,26,100.53,17.49,72.65,23.52,1
6/1/2023,0.38,3.18,7.89,34.61,26.72,100.5,20.36,71.59,23.88,1
6/2/2023,1.77,3.19,8.01,34.24,26.23,100.55,18.84,74.17,24.51,1
6/3/2023,9.69,2.81,8.26,34.04,25.78,100.65,18.6,78.09,24.91,1
6/4/2023,2.72,2.29,8.86,35.32,26.46,100.59,18.42,74.1,24.21,1
6/5/2023,7.69,2.26,6.12,31.77,25.65,100.54,19.52,82.47,24.85,1
6/6/2023,10.52,3.1,6.99,32.4,25.41,100.57,16.82,81.01,24.22,1
6/7/2023,8.45,2.58,5.38,30.92,25.54,100.69,15.49,85.4,24.81,1
6/8/2023,1.57,2.66,7.23,32.8,25.57,100.68,14.22,80.53,24.41,1
6/9/2023,1.56,2.6,5.7,31.31,25.61,100.62,11.67,82.13,24.5,1
6/10/2023,2.62,2.94,7.08,32.65,25.57,100.52,16.72,79.77,24.24,1
6/11/2023,2.72,3.1,6.78,32.05,25.27,100.52,16.49,81.16,24.27,1
6/12/2023,3.29,3.18,7.75,33.27,25.52,100.57,13.69,78.54,24.21,1
6/13/2023,1.48,2.3,8.98,34.21,25.23,100.65,18.27,76.92,24.21,1
6/14/2023,0.89,2.63,11.24,36.18,24.94,100.75,20.25,70.74,23.32,1
6/15/2023,1.04,2.42,10.24,35.84,25.6,100.66,16.57,72.15,24.05,1
6/16/2023,4.82,1.7,8.05,33.66,25.61,100.62,20.56,76.03,24.27,1
6/17/2023,5.47,2.32,6.74,32.28,25.54,100.71,17.16,82.16,24.74,1
6/18/2023,9.17,2.51,6.68,32.1,25.42,100.81,18.66,82.76,24.54,1
6/19/2023,0.54,1.77,9.73,34.14,24.41,100.71,20.98,73.3,23.24,1
6/20/2023,1.01,2.45,8.16,33.85,25.69,100.68,19.57,74.94,24.08,1
6/21/2023,18.58,1.68,10.38,35.28,24.9,100.73,21.63,73.16,23.8,1
6/22/2023,27.07,1.6,8.9,33.82,24.92,100.75,23.73,77.83,24.38,1
6/23/2023,19.73,1.81,7.03,32.84,25.81,100.6,24.68,81.39,25.01,1
6/24/2023,0.07,1.77,6.52,32.59,26.07,100.54,18.58,79.92,25.05,1
6/25/2023,0.88,1.34,6.07,31.81,25.74,100.56,16.11,80.93,24.83,1
6/26/2023,3.58,1.36,8.98,33.8,24.82,100.56,17.34,77.79,24.44,1
6/27/2023,1.87,1.74,6.89,32.43,25.54,100.65,19.76,79.05,23.99,1
6/28/2023,4.79,1.9,8.41,33.06,24.65,100.69,19.24,81.67,24.68,1
6/29/2023,0.19,2.45,8.22,33.49,25.27,100.64,20.49,79.87,24.79,1
6/30/2023,0.42,2.73,6.62,32.47,25.85,100.61,19.25,83.05,25.31,1
7/1/2023,5.37,2.96,5.75,31.44,25.69,100.68,14.72,84.78,25.26,1
7/2/2023,16.47,2.35,6.14,31.31,25.17,100.76,15.36,87.63,25.48,1
7/3/2023,21.51,2.11,6.76,31.72,24.96,100.83,17.17,83.92,24.52,1
7/4/2023,0.03,0.92,9.7,33.67,23.97,100.77,19.59,74.32,23.43,1
7/5/2023,0.01,1.44,8.21,33.38,25.17,100.66,22.03,75.24,24.3,1
7/6/2023,1.21,0.98,5.93,31.45,25.52,100.82,19.1,80.9,24.29,1
7/7/2023,3.55,1.27,7.4,32.38,24.98,100.77,19.65,80.48,24.58,1
7/8/2023,1.72,2.12,5.35,30.91,25.56,100.81,19.05,86.84,25.16,1
7/9/2023,2.28,2.06,5.82,30.78,24.96,100.8,16.26,85.25,24.61,1
7/10/2023,5.47,1.75,8.33,32.35,24.02,100.72,20.69,82.73,24.53,1
7/11/2023,0.13,1.92,10.53,34.69,24.16,100.71,22.5,75.48,23.77,1
7/12/2023,4.43,1.37,9.83,34.98,25.15,100.69,20.37,74.86,24.54,1
7/13/2023,13.21,1.93,7.57,33.23,25.66,100.67,19.71,80.44,25.04,1
7/14/2023,17.32,2.2,7.13,32.56,25.43,100.7,18.56,84.33,25.34,1
7/15/2023,1.14,2.66,6.35,31.63,25.28,100.57,18,81.5,24.05,1
7/16/2023,3.33,3.15,7.48,32.77,25.29,100.38,16.87,80.89,24.44,1
7/17/2023,13.36,3.88,4.54,29.81,25.27,100.35,13.62,86.12,24.5,1
7/18/2023,2.31,3.46,5.55,30.2,24.65,100.46,13.3,84.63,24.03,1
7/19/2023,7.25,2.66,7.6,32.02,24.42,100.43,12.8,83.87,24.4,1
7/20/2023,5.75,2.26,7.65,31.53,23.88,100.47,14.12,83.87,24.17,1
7/21/2023,1.98,2.02,3.95,29.08,25.13,100.62,11.17,87.31,24.4,1
7/22/2023,2.79,2.01,5.71,30.3,24.59,100.76,16.76,87.16,24.64,1
7/23/2023,2.32,2.55,6.41,30.69,24.28,100.74,12.81,88.1,24.75,1
7/24/2023,4.25,2.76,5.67,30.52,24.85,100.61,15.38,85.75,24.41,1
7/25/2023,7.49,3,6.61,30.91,24.3,100.65,15.36,85.95,24.48,1
7/26/2023,4.44,3.02,8.07,32.73,24.66,100.66,17.76,82.32,24.4,1
7/27/2023,4.66,3.15,6.62,32.11,25.49,100.57,17.82,85.68,25.12,1
7/28/2023,8.58,3.37,6.53,31.98,25.45,100.41,17.27,84.93,25.19,1
7/29/2023,10.55,3.53,5.06,30.69,25.63,100.46,14.14,86.64,25.12,1
7/30/2023,2.47,3.18,4.68,30.21,25.53,100.57,14.56,87.56,24.96,1
7/31/2023,1.68,2.76,6.38,31.69,25.31,100.71,13.8,85.98,24.91,1
8/1/2023,0.05,2.44,7.15,31.55,24.4,100.71,16.91,83.57,24.24,1
8/2/2023,0.29,2.77,8.22,32.57,24.35,100.73,15.16,82.41,24.5,1
8/3/2023,1.59,3.55,8.19,32.49,24.3,100.78,15.29,79.75,23.7,1
8/4/2023,6.52,2.86,6.26,30.25,23.99,101.01,19.42,84.2,23.42,1
8/5/2023,1.47,2.84,9.15,33.58,24.43,100.96,20.76,81.14,24.64,1
8/6/2023,0.47,2.97,9.25,33.67,24.42,100.76,20.56,80.52,24.55,1
8/7/2023,1.66,3,9.1,34.07,24.97,100.65,19.2,78.47,24.38,1
8/8/2023,8.75,2.8,7.13,32.23,25.1,100.76,21.13,82.85,24.5,1
8/9/2023,0.13,2.28,10.98,35.03,24.05,100.84,21.38,76.02,23.91,1
8/10/2023,0.78,2.26,10.53,34.88,24.35,100.76,18.8,76.68,24.26,1
8/11/2023,0.78,2.68,9.42,34.18,24.76,100.65,21.56,78.1,24.53,1
8/12/2023,0.23,3.01,8.09,33.65,25.56,100.6,18.95,78.57,24.76,1
8/13/2023,4.4,2.59,6.98,32.58,25.6,100.61,17.83,80.11,24.5,1
8/14/2023,28.86,2.52,6.78,32.1,25.32,100.63,19.16,84.81,25.21,1
8/15/2023,8.04,2.5,6.25,31.96,25.71,100.71,19.08,84.74,25.12,1
8/16/2023,4.57,2.2,7.02,32,24.98,100.75,19.93,82.83,24.8,1
8/17/2023,6.36,2.16,6.87,31.55,24.68,100.69,16.99,85.2,24.87,1
8/18/2023,5.74,2.19,8.47,33.02,24.55,100.6,19.62,80.91,24.41,1
8/19/2023,19.67,1.78,8.25,32.95,24.7,100.55,19.18,82.3,25.13,1
8/20/2023,2.97,2.64,4.76,30.58,25.82,100.57,20.8,87.3,25.23,1
8/21/2023,0.72,2.63,6.42,31.4,24.98,100.67,15.08,85.68,24.86,1
8/22/2023,0.83,2.36,8.08,32.56,24.48,100.72,20.5,81.24,24.23,1
8/23/2023,1.04,2.42,9.68,33.64,23.96,100.66,21.47,79.97,24.33,1
8/24/2023,0.51,2.45,8.89,33.02,24.13,100.65,20.75,80.94,24.45,1
8/25/2023,0.87,1.88,9.89,34.4,24.51,100.63,21.27,78.26,24.52,1
8/26/2023,7.4,2.14,5.78,31.55,25.77,100.7,19.53,83.7,24.82,1
8/27/2023,6.32,2.29,8.65,33.42,24.77,100.56,18.23,81.07,24.64,1
8/28/2023,27.99,2.42,6.91,31.84,24.93,100.47,20.88,85.66,25.34,1
8/29/2023,1.48,2.67,7.33,32.38,25.05,100.46,17.63,83.71,25.03,1
8/30/2023,3.75,2.05,9.95,33.32,23.37,100.56,15.76,79.24,23.9,1
8/31/2023,4.5,2.68,6.51,31.63,25.12,100.59,11.28,87.26,25.66,1
9/1/2023,15.96,2.25,4.98,30.44,25.46,100.58,14.29,89.77,25.72,1
9/2/2023,10.3,3.08,6.46,31.77,25.31,100.43,15.19,86.83,25.43,1
9/3/2023,1.57,3.36,5.88,31.23,25.35,100.34,16.26,87.04,25.28,1
9/4/2023,4.34,2.93,5.85,31.4,25.55,100.34,16.44,88.03,25.59,1
9/5/2023,7.56,2.61,5.36,31.12,25.76,100.56,13.15,87.34,25.3,1
9/6/2023,2.96,1.45,6.29,30.89,24.6,100.69,17.92,87.36,25.09,1
9/7/2023,1.91,2.04,5.89,31.07,25.18,100.73,18.56,88.38,25.3,1
9/8/2023,5.52,2.15,6.31,31.05,24.74,100.69,19.04,88.02,25.23,1
9/9/2023,26.36,2.35,5.59,30.97,25.38,100.59,16.15,89.95,25.8,1
9/10/2023,12.64,3.14,4.39,29.43,25.04,100.67,15.46,90.31,25.11,1
9/11/2023,2.84,2.89,5.79,30.58,24.79,100.75,13.51,87.08,24.75,1
9/12/2023,1.51,2.62,6.35,30.68,24.33,100.85,15.4,87.06,24.57,1
9/13/2023,4.94,2.41,5.66,29.49,23.83,100.85,14.73,88.2,24.21,1
9/14/2023,4.58,2.59,6.75,30.79,24.04,100.79,16.05,86.42,24.36,1
9/15/2023,18.25,3.3,5.98,30.6,24.62,100.73,13.84,87.22,24.68,1
9/16/2023,3.06,2.6,6.79,31.34,24.55,100.71,14.87,86.91,24.84,1
9/17/2023,19.68,2.09,6.52,30.97,24.45,100.68,17.56,88.93,25.34,1
9/18/2023,11.02,0.84,6.82,31.94,25.12,100.79,20.39,80.32,24.51,1
9/19/2023,4.86,0.93,6.08,31.12,25.04,100.85,20.34,81.44,24.84,1
9/20/2023,10.81,0.98,5.89,31.4,25.51,100.77,18.26,84.32,25.25,1
9/21/2023,17.31,1.53,4.7,29.49,24.79,100.81,17.79,89.29,24.98,1
9/22/2023,34.46,0.9,4.39,29.43,25.04,100.74,19.95,89.24,25.09,1
9/23/2023,9.88,1.6,5.83,31.12,25.29,100.74,18.14,86.5,25.05,1
9/24/2023,26.64,1.57,4.48,29.19,24.71,100.62,18.68,89.61,25,1
9/25/2023,29.16,2.25,4.43,29.48,25.05,100.47,16.96,91.13,25.1,1
9/26/2023,12.2,3.05,6.01,30.32,24.31,100.51,15.32,89.65,25.05,1
9/27/2023,12.28,2.69,4.62,29.63,25.01,100.6,8.09,91.39,25.41,1
9/28/2023,0.66,2.36,5.7,30.37,24.67,100.8,17.05,89.78,25.19,1
9/29/2023,0.18,1.54,7.34,31.65,24.31,100.97,18.55,84.3,24.5,1
9/30/2023,1.98,1.25,4.7,29.41,24.71,101.02,11.57,81.41,23.12,1
10/1/2023,5.36,1.33,7.63,31.43,23.8,100.79,18.79,85.62,24.94,1
10/2/2023,13.17,2.43,4.39,29.51,25.12,100.78,13.49,92.14,25.52,1
10/3/2023,34.64,1.97,4.77,29.14,24.37,100.8,13.66,91.36,24.73,1
10/4/2023,12.95,2.55,6.83,31.34,24.51,100.76,16.99,89.64,25.57,1
10/5/2023,2.3,1.89,6.57,31.26,24.69,100.72,16.13,88.86,25.56,1
10/6/2023,9.63,1.83,4.94,30.11,25.17,100.78,17.36,91.59,25.83,1
10/7/2023,6.36,1.06,6.38,31.41,25.03,100.85,17.39,86.69,25.41,1
10/8/2023,2.94,1.29,6.4,31.39,24.99,100.98,14.64,87.26,25.37,1
10/9/2023,0.18,0.97,6.77,31.23,24.46,101,17.67,82.19,24.38,1
10/10/2023,4.47,1.29,5.48,30.67,25.19,100.88,19.02,89.1,25.64,1
10/11/2023,4.2,1.06,6.06,31.36,25.3,100.89,19.24,86.96,25.85,1
10/12/2023,8.22,1.24,5.89,31.93,26.04,100.95,18.02,85.61,25.65,1
10/13/2023,9.64,0.8,5.97,31.19,25.22,100.92,12.92,86.1,25.68,1
10/14/2023,4.26,1.27,5.34,30.87,25.53,100.77,17.68,87.13,25.64,1
10/15/2023,16.6,1.19,5.21,30.55,25.34,100.68,12.08,88.88,25.73,1
10/16/2023,11.72,0.99,5.51,30.81,25.3,100.75,14.05,88.01,25.37,1
10/17/2023,1.87,0.97,6.46,31.67,25.21,100.83,16.43,85.11,25.01,1
10/18/2023,0.55,1.09,6.52,31.05,24.53,100.92,16.33,85.82,24.9,1
10/19/2023,4.55,1.23,6.63,31.27,24.64,100.95,16.72,86.64,25.24,1
10/20/2023,7.16,0.99,5.58,30.96,25.38,100.93,16.68,86.92,25.41,1
10/21/2023,3.96,1.6,5.57,30.53,24.96,101.03,16.95,88.85,25.41,1
10/22/2023,11.39,1.18,5.66,30.92,25.26,101.08,18.31,86.8,25.33,1
10/23/2023,7.06,1.05,5.94,30.97,25.03,101.06,15.36,84.28,24.8,1
10/24/2023,20.86,0.7,6.83,31.62,24.79,100.93,18.62,81.69,24.76,1
10/25/2023,14.61,1.31,4.7,30.21,25.51,100.98,16.1,87.45,25.19,1
10/26/2023,8.03,1.29,6.63,31.02,24.39,101,18.32,87.2,24.99,1
10/27/2023,15.17,0.85,6.29,30.48,24.19,100.96,18.31,84.41,24.69,1
10/28/2023,10.45,0.85,5.09,30.58,25.49,100.91,16.4,82.33,24.74,1
10/29/2023,4.76,0.74,5.67,30.6,24.93,100.89,15.61,86.53,25.1,1
10/30/2023,2.44,1.24,5.45,30.54,25.09,100.85,18.42,89.93,25.67,1
10/31/2023,7.02,2.03,5.15,30.14,24.99,100.97,17.78,90.41,25.5,1
11/1/2023,5.48,1.93,5.92,30.57,24.65,100.96,19.78,88.03,25.29,1
11/2/2023,2.27,1.77,5.97,30.89,24.92,100.94,19.71,86.38,25.23,1
11/3/2023,3.5,1.34,6.1,30.98,24.88,100.77,20.15,84.13,25.14,1
11/4/2023,20.29,0.72,4.85,30.51,25.66,100.81,19,83.75,25.05,1
11/5/2023,19.26,0.69,5.9,30.91,25.01,100.9,16.96,86.65,25.38,1
11/6/2023,7.28,0.7,4.17,29.68,25.51,100.95,20.69,86.23,25.09,1
11/7/2023,3.9,1.42,6.88,31.33,24.45,100.92,16.05,85.99,24.88,1
11/8/2023,9.92,1.41,6.61,31.11,24.5,100.88,20.1,87.67,25.13,1
11/9/2023,3.3,1.39,5.79,30.37,24.58,100.93,17.65,88.41,25.32,1
11/10/2023,10.08,1.16,3.9,28.71,24.81,101.05,17.88,92.33,25.35,1
11/11/2023,5.77,1.26,5.15,30.33,25.18,101.06,19.78,88.98,25.38,1
11/12/2023,9.22,1.16,6.63,31.58,24.95,101.05,18.95,86.51,25.4,1
11/13/2023,1.54,1.67,6.84,31.66,24.82,101.01,19.91,88.19,25.67,1
11/14/2023,4.8,2.14,5.41,30.31,24.9,101.05,16.82,91.1,25.63,1
11/15/2023,13.2,1.77,5.59,30.32,24.73,101.12,16.93,90.78,25.49,1
11/16/2023,8.16,2.55,4.53,29.17,24.64,101.24,17.34,92.16,25.04,1
11/17/2023,0.82,3.49,5.47,28.96,23.49,101.31,16.15,88.73,23.82,1
11/18/2023,0.08,3.34,6.55,28.02,21.47,101.28,21.8,85.33,21.38,1
11/19/2023,0.09,2.6,8.59,28.45,19.86,101.16,21.46,86.4,21.56,1
11/20/2023,0.06,2.49,8.22,29.52,21.3,101.09,21.67,85.95,22.58,1
11/21/2023,0.03,2.77,6.55,28.81,22.26,100.95,21.06,85.21,22.14,1
11/22/2023,0.04,2.14,9.14,29.49,20.35,100.88,19.7,86.33,22.21,1
11/23/2023,1.21,2.35,6.99,29.7,22.71,100.84,19.27,87.22,23.59,1
11/24/2023,0.34,2.55,4.93,27.47,22.54,100.97,17.25,88.81,22.69,1
11/25/2023,0.07,2.75,7.74,29.43,21.69,100.96,13.76,85.85,22.64,1
11/26/2023,0.14,2.25,7.34,30.24,22.9,101,15.38,87.36,23.89,1
11/27/2023,0,2.93,6.22,29.49,23.27,100.95,20.82,85.73,23.04,0
11/28/2023,0,2.43,8.16,29.48,21.32,100.92,17.79,85.71,22.35,0
11/29/2023,0,2.43,6.35,29.24,22.89,100.91,16.15,88.2,23.47,0
11/30/2023,0.47,2.34,6.82,30.77,23.95,100.96,15.87,87.73,24.62,1
12/1/2023,1.87,2.06,7.28,31.24,23.96,100.89,16.95,85.11,24.54,1
12/2/2023,9.85,1.71,7.2,30.95,23.75,100.95,16.12,87.47,24.66,1
12/3/2023,8.56,1.35,5.98,30.13,24.15,101,16,88.12,24.65,1
12/4/2023,0.61,1.28,6.22,30.72,24.5,100.96,18.03,86.21,24.52,1
12/5/2023,0.54,1.04,7.97,31.66,23.69,100.89,17.33,82.2,24.35,1
12/6/2023,1.74,1.85,6.69,31.15,24.46,100.97,19.1,85.16,24.61,1
12/7/2023,2.68,1.99,6.99,30.39,23.4,101,20.52,85.41,23.76,1
12/8/2023,0.52,1.63,7.56,30.62,23.06,101.02,17.19,84.61,23.37,1
12/9/2023,0,1.17,8.35,31.24,22.89,100.91,19.08,79.81,23.15,0
12/10/2023,0,1.14,7.49,30.68,23.19,100.84,17.62,83.91,23.71,0
12/11/2023,0.26,1.1,8.47,31.53,23.06,100.9,18.27,83.03,23.87,1
12/12/2023,0.18,1.33,7.58,30.28,22.7,100.9,18.71,82.71,22.71,1
12/13/2023,0,1.56,8.72,31.25,22.53,100.99,19.94,82.94,23.41,0
12/14/2023,0,1.93,7.59,31.3,23.71,101.03,19.76,80.77,23.47,0
12/15/2023,0,1.63,8.5,32.21,23.71,100.98,19.74,80.42,23.59,0
12/16/2023,0.1,1.81,8.33,31.78,23.45,100.96,19.62,80.5,23.34,1
12/17/2023,1.94,2.16,8.71,31.82,23.11,101,19.22,83.46,23.87,1
12/18/2023,1.47,2.37,8.56,31.42,22.86,101.06,18.99,84.08,23.75,1
12/19/2023,0,2.66,8.66,31.88,23.22,101.09,20.45,80.94,23.11,0
12/20/2023,0,3.06,8.71,31.68,22.97,101.03,18.71,80.64,23.01,0
12/21/2023,0,3.57,8.33,30.56,22.23,101.13,20.38,77.22,21.04,0
12/22/2023,0,4.5,7.58,27.97,20.39,101.32,19.92,74.87,18.68,0
12/23/2023,0,3.75,6.05,25.24,19.19,101.42,15.41,78.61,18.31,0
12/24/2023,0,4.06,6.41,26.61,20.2,101.51,13.31,77.12,18.83,0
12/25/2023,0,3.53,8.8,28.75,19.95,101.42,18.62,75.57,18.89,0
12/26/2023,0,3.11,11.08,30.93,19.85,101.38,20.78,75.85,19.87,0
12/27/2023,0.01,2.79,11.06,31.8,20.74,101.35,20.73,77.71,21.39,1
12/28/2023,0.2,2.37,9.54,32.84,23.3,101.18,17.57,77.55,22.85,1
12/29/2023,0.29,2.38,9.42,33.07,23.65,101.06,18.6,77.33,23.01,1
12/30/2023,0,2.21,9.99,33.53,23.54,100.96,18.21,75.33,22.83,0
12/31/2023,0,1.92,9.2,32.9,23.7,100.99,18.26,74.55,22.34,0
1/1/2024,0,1.94,10.92,33.68,22.76,101,18.33,74.4,21.93,0
1/2/2024,0,2.05,10.85,33.56,22.71,100.95,19.86,73.96,22.07,0
1/3/2024,0,2.42,10.71,33.93,23.22,100.98,19.66,70.89,21.21,0
1/4/2024,0,2.86,12.53,33.2,20.67,101.04,21.01,65.92,18.65,0
1/5/2024,0,2.66,12.25,33.2,20.95,101.1,18.83,65.32,18.52,0
1/6/2024,0,2.16,13.52,34.45,20.93,101.05,19.86,68.58,20.01,0
1/7/2024,0.09,2.12,11.51,34.24,22.73,101.08,19.85,70.06,21.2,1
1/8/2024,0.37,1.37,11.91,34.09,22.18,101.07,19,71.49,21.06,1
1/9/2024,0,1.45,12.19,35,22.81,100.95,18.72,71.35,21.81,0
1/10/2024,0,1.53,11.8,35.02,23.22,100.89,16.94,72.4,22.34,0
1/11/2024,0,2.15,12.17,35.49,23.32,100.95,18.91,67.77,21.26,0
1/12/2024,0,2.31,12.77,34.92,22.15,100.94,18.91,64.31,19.31,0
